isoform,length,plddt,class,seqence identity,tm-score,helix,sheet,loop,surface charge,radius of gyration,high id low tm,charge positive,charge negative,radius positive,radius negative,ptm added,ptm buried to exposed,ptm exposed to buried,ptm missed,ptm added(curated),ptm buried to exposed(curated),ptm exposed to buried(curated),ptm missed(curated)
O43278-2,513,78.57224172,confident,96.97542533,0.810170897,0.243664717,0.220272904,0.536062378,-7,36.40397231,na,na,na,na,na,0,0,0,0,0,0,0,0
O15519-15,384,78.570625,confident,80,0.640289415,0.393229167,0.125,0.481770833,6,28.05280465,na,na,na,na,na,0,2,0,2,0,0,0,0
P0CAP1-10,397,78.56649874,confident,85.19313305,0.425918947,0.675062972,0.052896725,0.272040302,-6,90.83517664,TRUE,na,na,na,na,0,0,0,0,0,0,0,0
P58335-3,322,78.5647205,confident,60.36217304,0.614456912,0.260869565,0.263975155,0.47515528,1,30.0001906,na,na,na,na,na,0,0,1,12,0,0,0,4
Q9H0A6-4,235,78.56331915,confident,62.98342541,0.714581184,0.434042553,0.055319149,0.510638298,23,34.44008313,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
P78324-2,508,78.55590551,confident,99.21259843,0.678565249,0.094488189,0.326771654,0.578740157,-2,50.09025935,na,na,na,na,na,0,0,0,0,0,0,0,0
P10828-2,476,78.55495798,confident,77.48478702,0.678849221,0.487394958,0.029411765,0.483193277,-5,41.15078059,na,na,na,na,na,0,0,0,2,0,0,0,1
A8MT69-3,58,78.55293103,confident,71.60493827,0.399198634,0.620689655,0,0.379310345,-1,13.03241578,TRUE,na,na,na,na,0,0,0,0,0,0,0,0
Q9BQC3-3,354,78.55285311,confident,65.0887574,0.761838543,0.31920904,0.132768362,0.548022599,4,26.24065523,na,na,na,na,na,0,0,1,2,0,0,0,0
P43004-3,563,78.54614565,confident,95.01718213,0.89137642,0.724689165,0.044404973,0.230905861,-2,33.08201302,na,na,na,na,na,0,0,0,1,0,0,0,1
Q9H115-3,204,78.54593137,confident,61.51315789,0.80301409,0.843137255,0,0.156862745,-9,20.00352377,na,na,na,na,na,0,0,0,3,0,0,0,0
O14818-4,149,78.53946309,confident,50.40322581,0.755615533,0.362416107,0.228187919,0.409395973,2,17.55972915,na,na,na,na,na,0,2,0,22,0,0,0,1
Q16890-4,102,78.53941176,confident,48.52941176,0.337453242,0.921568627,0,0.078431373,2,28.76264262,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UI10-2,543,78.53734807,confident,94.30147059,0.717452466,0.44014733,0.079189687,0.480662983,21,32.8568296,na,na,na,na,na,0,1,0,0,0,0,0,0
Q14956-2,560,78.53725,confident,97.9020979,0.818318316,0.126785714,0.353571429,0.519642857,-6,48.93802918,na,na,na,na,na,0,0,0,0,0,0,0,0
P21754-3,373,78.5366756,confident,87.97169811,0.510968,0.134048257,0.297587131,0.568364611,-11,37.8356403,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
O00233-2,209,78.52727273,confident,80.60344828,0.661715883,0.497607656,0.071770335,0.43062201,-7,44.78240355,na,na,na,na,na,0,0,0,2,0,0,0,0
Q8N468-2,427,78.5269555,confident,83.07392996,0.785773408,0.761124122,0,0.238875878,6,25.79142421,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9Y6K8-3,536,78.51214552,confident,95.37366548,0.490532093,0.509328358,0.097014925,0.393656716,-17,31.31692994,TRUE,na,na,na,na,0,0,0,0,0,0,0,0
P35998-2,296,78.51010135,confident,68.36027714,0.775544847,0.503378378,0.125,0.371621622,5,24.06701397,na,na,na,na,TRUE,0,1,0,20,0,0,0,0
Q9H7H0-3,478,78.5,confident,89.02691511,0.873868194,0.330543933,0.152719665,0.516736402,20,28.67031413,na,na,na,na,na,0,0,0,0,0,0,0,0
Q92597-2,328,78.4920122,confident,83.24873096,0.716707418,0.420731707,0.100609756,0.478658537,-8,24.57174208,na,na,na,na,na,0,0,0,4,0,0,0,1
Q99542-3,222,78.4913964,confident,41.56862745,0.606279613,0.076576577,0.324324324,0.599099099,9,21.31553438,na,na,na,na,na,0,0,0,2,0,0,0,0
P61018-2,248,78.49,confident,83.87096774,0.850134618,0.35483871,0.201612903,0.443548387,0,22.92265427,na,na,na,na,na,0,0,1,0,0,0,0,0
P41440-3,489,78.48621677,confident,77.66497462,0.791541919,0.766871166,0,0.233128834,17,26.79167148,na,na,na,na,na,0,0,0,11,0,0,0,0
Q2MV58-5,483,78.48451346,confident,77.5374376,0.342719171,0.111801242,0.277432712,0.610766046,-11,29.89826495,TRUE,na,na,na,na,0,0,0,0,0,0,0,0
Q4JDL3-2,411,78.48406326,confident,97.38095238,0.818939473,0.301703163,0.138686131,0.559610706,-10,27.31604593,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9HC98-2,347,78.48282421,confident,90.20172911,0.840221282,0.475504323,0.135446686,0.389048991,8,22.93899795,na,na,na,na,na,0,0,1,0,0,0,0,0
Q86X45-2,414,78.48190821,confident,87.58029979,0.730400254,0.299516908,0.140096618,0.560386473,-5,40.68647569,na,na,na,na,na,0,0,1,1,0,0,0,0
Q9HCN4-4,362,78.47734807,confident,90.78947368,0.823979946,0.61878453,0.08839779,0.29281768,-17,27.91639,na,na,na,na,na,1,0,0,2,0,0,0,0
Q5T9L3-3,450,78.47673333,confident,82.99445471,0.805192443,0.595555556,0.075555556,0.328888889,-1,33.91622918,na,na,na,na,na,0,0,0,2,0,0,0,0
Q8NG50-10,166,78.47493976,confident,58.45070423,0.6666244,0.246987952,0.138554217,0.614457831,2,19.60028329,na,na,na,na,na,0,0,0,1,0,0,0,0
Q8WUW1-2,106,78.47462264,confident,70.75471698,0.779856476,0.641509434,0,0.358490566,-1,41.12197622,na,na,na,na,na,0,0,0,1,0,0,0,0
P47870-1,474,78.47443038,confident,92.578125,0.810755003,0.360759494,0.217299578,0.421940928,16,51.47882215,na,na,na,na,na,0,0,0,4,0,0,0,1
Q9BQA9-2,173,78.46907514,confident,92.51336898,0.664886045,0.346820809,0.335260116,0.317919075,-2,34.57173584,na,na,na,TRUE,na,0,0,0,0,0,0,0,0
P45379-6,288,78.46777778,confident,96.6442953,0.798018544,0.784722222,0,0.215277778,-16,42.06461033,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96Q40-4,384,78.46682292,confident,88.27586207,0.849946908,0.356770833,0.135416667,0.5078125,0,27.9954019,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UHI7-2,602,78.46284053,confident,99.33554817,0.945624384,0.634551495,0.034883721,0.330564784,-1,27.95943779,na,na,na,na,na,0,0,0,0,0,0,0,0
P28472-4,388,78.46185567,confident,82.02959831,0.668499,0.371134021,0.193298969,0.43556701,15,47.49688483,na,na,na,na,na,0,0,0,2,0,0,0,0
O15400-2,239,78.46025105,confident,89.27203065,0.830830464,0.753138075,0,0.246861925,-7,27.22676408,na,na,na,na,na,0,0,0,0,0,0,0,0
P49281-3,590,78.4580339,confident,90.84858569,0.89876887,0.696610169,0,0.303389831,6,28.87307754,na,na,na,na,na,1,0,0,2,0,0,0,0
Q9BWL3-3,189,78.4562963,confident,74.70355731,0.604399353,0.677248677,0,0.322751323,5,35.13089123,na,na,na,na,na,0,0,0,13,0,0,0,0
P15812-8,199,78.4520603,confident,48.20512821,0.493914074,0.366834171,0.231155779,0.40201005,8,33.3063348,na,na,na,na,na,0,0,0,6,0,0,0,0
O00142-6,307,78.45078176,confident,86.31921824,0.874169888,0.413680782,0.084690554,0.501628664,13,30.18944932,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UBX7-3,307,78.45052117,confident,91.85667752,0.837750146,0.133550489,0.25732899,0.609120521,12,25.54334999,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8WW14-3,110,78.44472727,confident,41.02564103,0.442872665,0.472727273,0,0.527272727,3,25.56803367,na,na,na,na,na,0,0,0,0,0,0,0,0
Q3KNT7-3,154,78.43675325,confident,58.5,0.66508229,0.266233766,0.12987013,0.603896104,8,31.224744,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6ZT62-2,605,78.43338843,confident,89.3648449,0.629508518,0.631404959,0.021487603,0.347107438,-24,43.78456684,na,na,na,na,na,0,0,0,0,0,0,0,0
Q70UQ0-4,377,78.43270557,confident,34.2364532,0.469454178,0.822281167,0,0.177718833,-23,137.2227145,na,na,TRUE,na,na,5,0,0,9,0,0,0,0
Q86UT5-5,220,78.43104545,confident,33.50694444,0.410687612,0.213636364,0.172727273,0.613636364,1,22.62870104,na,na,na,na,na,0,0,0,4,0,0,0,1
O14662-4,308,78.42746753,confident,94.76923077,0.635656273,0.814935065,0,0.185064935,-8,39.32204488,na,na,na,na,na,0,0,0,2,0,0,0,0
Q8TBG9-2,285,78.42726316,confident,90.1754386,0.753782446,0.554385965,0.112280702,0.333333333,0,38.78379857,na,na,na,na,na,0,0,0,0,0,0,0,0
O76083-15,567,78.42700176,confident,95.61551433,0.631552658,0.626102293,0.024691358,0.349206349,-5,32.91684484,na,na,na,na,na,0,1,0,0,0,0,0,0
P43115-3,365,78.42608219,confident,92.30769231,0.873251435,0.745205479,0.024657534,0.230136986,21,25.66905815,na,na,na,na,na,0,0,0,0,0,0,0,0
P0CAP1-2,445,78.4194382,confident,92.75053305,0.769091305,0.716853933,0.026966292,0.256179775,-5,117.1645262,na,na,na,na,na,0,0,0,4,0,0,0,0
Q13568-5,412,78.41793689,confident,82.53012048,0.543073747,0.296116505,0.182038835,0.52184466,-6,31.82546733,na,na,na,na,na,0,1,0,0,0,1,0,0
Q15008-4,442,78.41022624,confident,88.00904977,0.890597759,0.699095023,0.027149321,0.273755656,-3,28.31550239,na,na,na,na,na,0,0,1,0,0,0,0,0
Q96EV8-2,303,78.41009901,confident,78.91737892,0.535979988,0.719471947,0,0.280528053,-15,83.31016236,na,TRUE,na,na,na,0,0,0,6,0,0,0,2
P37231-2,477,78.40857442,confident,94.45544554,0.773716219,0.48427673,0.039832285,0.475890985,-2,29.18650518,na,na,na,na,na,0,0,0,0,0,0,0,0
Q68CL5-3,227,78.40550661,confident,73.33333333,0.836281187,0.317180617,0.233480176,0.449339207,-11,19.61311363,na,na,na,na,TRUE,0,0,0,6,0,0,0,0
Q9Y3B7-3,181,78.40375691,confident,81.44329897,0.807656976,0.348066298,0.20441989,0.447513812,17,23.72918244,na,na,na,na,na,0,0,1,4,0,0,0,0
Q14CB8-5,301,78.39833887,confident,57.45967742,0.668737176,0.511627907,0,0.488372093,-5,24.67581653,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8IX04-3,357,78.39341737,confident,74.94692144,0.527929085,0.366946779,0.137254902,0.495798319,-4,26.38266876,na,na,na,na,na,0,0,0,3,0,0,0,0
Q12805-2,485,78.39154639,confident,98.37728195,0.678489289,0.057731959,0.375257732,0.567010309,-15,53.56227936,na,na,na,na,na,0,0,0,0,0,0,0,0
P10909-4,416,78.39105769,confident,92.65033408,0.930992914,0.673076923,0.052884615,0.274038462,-6,34.43049501,na,na,na,na,na,0,0,1,0,0,0,0,0
Q9H9Q4-2,316,78.38753165,confident,87.5,0.822811034,0.436708861,0.174050633,0.389240506,-13,28.68065889,na,na,na,na,na,0,0,0,2,0,0,0,0
Q8N688-2,28,78.385,confident,28.57142857,0.485451956,0.571428571,0,0.428571429,-1,14.10931422,na,na,na,na,na,0,0,0,2,0,0,0,0
Q9UJA5-2,399,78.38290727,confident,74.8502994,0.825527661,0.350877193,0.15037594,0.498746867,-3,28.17968431,na,na,na,na,na,0,3,0,6,0,0,0,0
Q969M7-2,211,78.37606635,confident,77.98165138,0.874960448,0.27014218,0.123222749,0.606635071,2,23.69439141,na,na,na,na,na,0,0,0,1,0,0,0,0
Q13183-3,641,78.37535101,confident,92.35569423,0.938658537,0.677067083,0,0.322932917,-3,31.33079307,na,na,na,na,na,0,0,0,0,0,0,0,0
O15527-4,424,78.37148585,confident,75.75757576,0.860730928,0.396226415,0.087264151,0.516509434,-4,25.77378571,na,na,na,na,na,0,0,0,4,0,0,0,4
Q96DB5-2,284,78.36598592,confident,90.44585987,0.492585427,0.686619718,0,0.313380282,6,32.21332586,TRUE,na,na,na,na,0,0,0,5,0,0,0,0
P54750-9,518,78.36391892,confident,80.31634446,0.748649725,0.662162162,0,0.337837838,0,27.06625393,na,na,na,na,na,0,1,1,3,0,0,0,0
Q13601-2,324,78.36388889,confident,85.03937008,0.561453092,0.527777778,0.108024691,0.364197531,22,38.06186081,na,na,na,na,na,0,0,0,9,0,0,0,0
P00750-2,291,78.36216495,confident,48.57651246,0.519682367,0.051546392,0.182130584,0.766323024,12,32.10000359,na,na,na,na,na,0,0,0,6,0,0,0,0
Q9Y6M4-4,424,78.35851415,confident,90.78947368,0.777490501,0.301886792,0.108490566,0.589622642,20,29.72008383,na,na,na,na,na,0,0,0,2,0,0,0,0
P00740-2,423,78.35808511,confident,91.75704989,0.711186492,0.205673759,0.208037825,0.586288416,-5,31.61591384,na,na,na,na,TRUE,0,0,0,1,0,0,0,0
Q9H410-3,249,78.35742972,confident,67.69662921,0.723260607,0.746987952,0,0.253012048,-6,74.68826362,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96GD4-5,345,78.35608696,confident,99.71014493,0.814371421,0.344927536,0.147826087,0.507246377,15,23.31993344,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UIX4-2,275,78.35276364,confident,49.80769231,0.549809872,0.538181818,0.076363636,0.385454545,-6,35.37513038,na,na,na,na,na,0,0,0,6,0,0,0,0
Q9Y6M4-3,423,78.35092199,confident,90.98901099,0.774263518,0.290780142,0.108747045,0.600472813,21,29.54080599,na,na,na,na,na,0,0,0,2,0,0,0,0
Q9UJG1-3,214,78.35009346,confident,99.06542056,0.851142102,0.317757009,0.280373832,0.401869159,4,30.45335791,na,na,na,na,na,0,0,0,0,0,0,0,0
Q86UA6-6,106,78.34971698,confident,47.48858447,0.295271049,0.79245283,0,0.20754717,-4,32.49615361,na,na,na,na,TRUE,0,0,0,3,0,0,0,0
Q13131-2,574,78.34966899,confident,97.38675958,0.871551363,0.369337979,0.156794425,0.473867596,7,31.78570093,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H665-2,167,78.34796407,confident,47.04225352,0.522808045,0.622754491,0,0.377245509,1,21.23989994,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
O95273-4,204,78.34382353,confident,48.26666667,0.654922642,0.759803922,0,0.240196078,-21,25.8870698,na,na,na,na,na,0,0,0,3,0,0,0,0
P31994-3,303,78.34356436,confident,97.74193548,0.624200486,0.178217822,0.306930693,0.514851485,-8,40.638001,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96K37-3,104,78.33701923,confident,23.90243902,0.38174903,0.836538462,0,0.163461538,1,24.12328585,na,na,na,na,na,0,0,0,22,0,0,0,0
P37287-2,315,78.33187302,confident,65.08264463,0.625636036,0.434920635,0.123809524,0.441269841,9,27.13699967,na,na,na,na,na,0,0,0,1,0,0,0,0
P42081-6,247,78.32809717,confident,75.07598784,0.635049175,0.12145749,0.368421053,0.510121457,3,48.74904086,na,na,na,na,na,0,1,0,2,0,0,0,0
O00506-2,349,78.3274212,confident,81.92488263,0.598488569,0.487106017,0.068767908,0.444126074,3,26.15363339,na,na,na,na,na,0,0,0,7,0,0,0,0
P14136-3,431,78.32656613,confident,89.97722096,0.741063728,0.728538283,0,0.271461717,-7,73.88943652,na,na,na,na,na,0,0,0,0,0,0,0,0
O43541-2,235,78.32208511,confident,45.2,0.555723232,0.110638298,0.234042553,0.655319149,1,29.53580542,na,na,na,na,na,1,0,0,2,0,0,0,1
Q9UNW1-2,312,78.32028846,confident,57.11422846,0.705171412,0.608974359,0,0.391025641,7,25.87737131,na,na,na,na,na,0,1,0,3,0,0,0,0
O75569-3,288,78.32013889,confident,92.01277955,0.5782109,0.381944444,0.225694444,0.392361111,5,27.4969524,na,na,na,na,na,0,0,1,3,0,0,0,0
A5X5Y0-3,471,78.3158811,confident,89.91769547,0.888738726,0.388535032,0.21656051,0.394904459,-2,43.53958671,na,na,na,na,na,2,0,0,0,0,0,0,0
Q9HC98-4,338,78.31420118,confident,92.6035503,0.86986462,0.437869822,0.142011834,0.420118343,5,22.43187908,na,na,na,na,na,0,0,1,0,0,0,0,0
Q8IWT0-2,136,78.31308824,confident,64.57142857,0.759733853,0.352941176,0.088235294,0.558823529,-12,17.08794921,na,na,na,na,na,0,0,0,2,0,0,0,0
P49798-2,205,78.31043902,confident,99.51219512,0.843718422,0.517073171,0,0.482926829,6,30.91229756,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9Y5Z0-2,468,78.30944444,confident,90.34749035,0.789248133,0.209401709,0.222222222,0.568376068,-6,31.95513019,na,na,na,na,na,0,0,0,1,0,0,0,0
Q8NFH3-2,284,78.2928169,confident,74.47368421,0.558243523,0.01056338,0.411971831,0.577464789,-17,24.82073816,na,na,na,na,na,0,0,0,3,0,0,0,0
Q9UH92-3,244,78.29262295,confident,81.87919463,0.559789942,0.639344262,0,0.360655738,-6,43.54279883,na,na,na,na,na,0,0,0,7,0,0,0,0
Q8TCF1-4,227,78.28779736,confident,81.71641791,0.63300146,0.251101322,0.136563877,0.612334802,8,31.04266392,na,na,na,na,na,0,1,0,1,0,0,0,0
Q969S2-3,271,78.28564576,confident,81.62650602,0.766181517,0.195571956,0.136531365,0.667896679,-5,24.37924249,na,na,na,na,na,0,0,0,1,0,0,0,1
Q9BQQ3-2,215,78.28297674,confident,40.35087719,0.634062069,0.153488372,0.241860465,0.604651163,-6,21.33854328,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H1R2-4,132,78.27984848,confident,17.68292683,0.260862136,0.522727273,0,0.477272727,10,20.83965502,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96SA4-2,459,78.27198257,confident,97.82608696,0.94949296,0.65577342,0.015250545,0.328976035,-3,25.45562843,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6PII5-3,202,78.27188119,confident,43.20987654,0.66179719,0.143564356,0.262376238,0.594059406,6,18.1292372,na,na,na,na,na,0,0,0,1,0,0,0,0
Q9Y5X5-3,423,78.26966903,confident,80.84291188,0.786400391,0.650118203,0.059101655,0.290780142,11,34.76670388,na,na,na,na,na,0,0,0,0,0,0,0,0
Q32NB8-2,454,78.26887665,confident,80.03597122,0.784194653,0.447136564,0.151982379,0.400881057,10,24.29792354,na,na,na,na,na,0,1,1,1,0,1,0,0
Q9NZI2-2,216,78.26574074,confident,95.15418502,0.862351867,0.648148148,0,0.351851852,-8,19.80090429,na,na,na,na,na,0,0,0,0,0,0,0,0
Q49MI3-4,419,78.26343675,confident,75.08960573,0.572431591,0.224343675,0.341288783,0.434367542,5,28.12746915,na,na,na,na,na,0,1,0,2,0,0,0,0
P51677-2,376,78.25805851,confident,94.41489362,0.903534351,0.715425532,0.031914894,0.252659574,11,28.31658106,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8N135-2,261,78.25578544,confident,41.05839416,0.554383038,0.068965517,0.153256705,0.777777778,9,27.12120244,na,na,na,na,na,0,0,0,2,0,0,0,0
Q92569-2,402,78.2549005,confident,87.20173536,0.316718704,0.393034826,0.13681592,0.470149254,-16,39.46173136,TRUE,na,na,na,na,0,0,0,5,0,0,0,0
A6NJ78-2,273,78.25128205,confident,63.59223301,0.653703724,0.432234432,0.065934066,0.501831502,-4,22.77998101,na,na,TRUE,na,na,0,0,0,4,0,0,0,0
Q3KPI0-3,191,78.25089005,confident,48.8372093,0.548868458,0.141361257,0.303664921,0.554973822,-6,32.18949833,na,na,na,na,TRUE,0,0,0,1,0,0,0,0
P62191-2,367,78.25087193,confident,83.40909091,0.834014532,0.495912807,0.179836512,0.324250681,-19,29.88989755,na,na,TRUE,na,na,0,0,0,12,0,0,0,0
Q13555-8,556,78.24446043,confident,96.2962963,0.846820669,0.357913669,0.178057554,0.464028777,1,29.27383306,na,na,na,na,na,0,1,0,1,0,0,0,1
Q9UBC1-3,366,78.24084699,confident,96.06299213,0.440277124,0.636612022,0,0.363387978,5,36.57423283,TRUE,na,na,na,na,0,0,0,0,0,0,0,0
P03372-3,422,78.2357109,confident,70.92436975,0.564649348,0.485781991,0.033175355,0.481042654,7,30.14454282,na,na,na,na,na,0,0,0,0,0,0,0,0
Q16828-2,235,78.23408511,confident,61.67979003,0.533265102,0.417021277,0.059574468,0.523404255,-2,25.833579,na,TRUE,na,na,na,0,0,0,7,0,0,0,3
P10909-6,429,78.2325641,confident,95.32293987,0.956481634,0.668997669,0.055944056,0.275058275,-10,35.05944951,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96NY8-2,219,78.23232877,confident,42.94117647,0.375507195,0.474885845,0.173515982,0.351598174,-10,49.74917299,na,na,na,na,na,0,0,0,2,0,0,0,0
Q14714-3,140,78.23,confident,57.61316872,0.621413241,0.542857143,0.1,0.357142857,2,30.03522678,na,na,na,na,TRUE,0,0,0,2,0,0,0,0
P22307-5,59,78.22898305,confident,7.789855072,0.197382728,0.711864407,0,0.288135593,0,27.84002194,na,na,na,na,na,0,0,0,36,0,0,0,0
Q92890-3,266,78.2262406,confident,86.64495114,0.745454586,0.154135338,0.263157895,0.582706767,-8,34.47395556,na,na,na,na,na,0,0,0,6,0,0,0,0
P43004-2,565,78.2199469,confident,98.43205575,0.919335985,0.716814159,0.040707965,0.242477876,0,32.84581883,na,na,na,na,na,0,0,0,2,0,0,0,0
O14545-2,164,78.21481707,confident,24.06779661,0.473442206,0.365853659,0.256097561,0.37804878,5,29.31880065,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5H9L4-3,302,78.21364238,confident,65.36796537,0.600377747,0.453642384,0.158940397,0.387417219,4,31.76867673,na,na,na,na,na,0,0,0,0,0,0,0,0
O60260-2,437,78.21235698,confident,93.97849462,0.865637154,0.180778032,0.18993135,0.629290618,0,28.04362905,na,na,na,na,na,0,1,1,3,0,1,1,0
O60636-2,193,78.2061658,confident,87.33031674,0.678225348,0.834196891,0,0.165803109,4,23.22416316,na,na,na,na,na,0,0,0,0,0,0,0,0
P20941-3,283,78.20268551,confident,86.92579505,0.91956485,0.434628975,0.088339223,0.477031802,-12,31.7495018,na,na,na,na,na,0,0,0,0,0,0,0,0
P62508-2,435,78.20211494,confident,94.97816594,0.691391188,0.432183908,0.032183908,0.535632184,2,34.98696346,na,na,na,na,na,0,0,0,0,0,0,0,0
P57771-2,198,78.19838384,confident,87.37373737,0.83104988,0.601010101,0,0.398989899,7,27.86961897,na,na,na,na,na,1,0,0,0,0,0,0,0
Q9BV35-4,435,78.1982069,confident,83.60655738,0.894636015,0.712643678,0,0.287356322,-2,30.19794958,na,na,na,na,na,0,0,0,0,0,0,0,0
O00506-3,332,78.19289157,confident,77.9342723,0.542717171,0.503012048,0.036144578,0.460843373,1,26.18694599,na,na,na,na,na,0,0,0,7,0,0,0,0
O75426-3,618,78.18938511,confident,92.7184466,0.779487557,0.239482201,0.25566343,0.504854369,26,32.29983841,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8IXU6-2,357,78.18537815,confident,85.90425532,0.803449378,0.789915966,0,0.210084034,6,25.30131384,na,na,na,na,na,0,0,0,3,0,0,0,0
Q9H2V7-5,229,78.18344978,confident,42.26415094,0.59941672,0.729257642,0,0.270742358,-6,27.41111352,na,na,na,na,na,0,0,0,5,0,0,0,0
Q8TCU3-2,433,78.18249423,confident,83.61702128,0.778726972,0.734411085,0,0.265588915,13,23.89908679,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NPJ8-3,197,78.17319797,confident,72.08121827,0.846944756,0.233502538,0.299492386,0.467005076,-2.22E-16,23.5356991,na,na,na,TRUE,na,2,0,0,0,0,0,0,0
P49771-3,153,78.17117647,confident,65.10638298,0.425289776,0.522875817,0,0.477124183,4,43.76551116,na,na,na,TRUE,na,0,0,0,0,0,0,0,0
Q2VPK5-5,485,78.17037113,confident,90.99616858,0.897694575,0.439175258,0.068041237,0.492783505,1,26.54985214,na,na,na,na,na,0,0,0,2,0,0,0,0
O15304-2,110,78.16754545,confident,62.85714286,0.499258405,0.190909091,0.2,0.609090909,1,32.23208162,na,na,na,na,na,0,0,0,3,0,0,0,1
Q03060-24,112,78.16705357,confident,25.79710145,0.438283251,0.589285714,0,0.410714286,6,32.00967021,na,na,na,na,na,0,0,0,0,0,0,0,0
Q13137-3,467,78.16663812,confident,95.50321199,0.68432572,0.483940043,0.098501071,0.417558887,-23,107.8179664,na,na,na,na,na,0,0,0,0,0,0,0,0
P02741-2,91,78.16626374,confident,40.625,0.467643529,0.197802198,0.197802198,0.604395604,4,19.00315928,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5BKX5-3,179,78.16586592,confident,41.97183099,0.624652819,0.117318436,0.229050279,0.653631285,-1,19.41450543,na,na,na,na,na,0,0,0,7,0,0,0,0
Q86VE9-3,417,78.16410072,confident,97.39952719,0.937975572,0.6882494,0.026378897,0.285371703,4,24.67586603,na,na,na,na,na,0,0,0,0,0,0,0,0
O76082-2,221,78.16289593,confident,37.16337522,0.566918764,0.737556561,0,0.262443439,6,24.79255667,na,na,na,na,na,0,1,0,4,0,0,0,0
Q92597-3,313,78.16226837,confident,79.44162437,0.686362923,0.415335463,0.073482428,0.511182109,-4,26.80814839,na,na,na,na,na,0,0,0,4,0,0,0,1
Q96CG8-2,232,78.15659483,confident,82.11382114,0.683057679,0.012931034,0.323275862,0.663793103,2,53.25556972,na,na,na,na,na,0,0,0,0,0,0,0,0
P13688-7,252,78.1565873,confident,47.90874525,0.386762515,0.202380952,0.257936508,0.53968254,-4,44.04542775,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H2X3-7,263,78.15638783,confident,64.41102757,0.549524703,0.365019011,0.091254753,0.543726236,-5,28.07016404,na,na,na,na,na,0,0,0,0,0,0,0,0
A0PJE2-2,242,78.1414876,confident,63.27160494,0.757141291,0.446280992,0.078512397,0.475206612,-1,18.16950172,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NNX1-2,365,78.14057534,confident,93.58974359,0.570460131,0.652054795,0.02739726,0.320547945,-10,80.79359651,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8IXM6-2,203,78.1326601,confident,77.48091603,0.467856423,0.807881773,0,0.192118227,5,22.61930111,TRUE,na,na,na,na,0,0,0,1,0,0,0,0
Q9NZN9-2,324,78.13117284,confident,84.375,0.652014482,0.549382716,0,0.450617284,-10,31.05152203,na,na,na,na,na,0,0,0,0,0,0,0,0
