reference,length,plddt,class,helix,sheet,loop,surface charge,radius of gyration
Q9NQG6,463,77.95,confident,0.505399568,0.112311015,0.382289417,2,29.8952758
Q9BXN2,247,77.94331984,confident,0.234817814,0.105263158,0.659919028,-4,37.15622358
P20138,364,77.93472527,confident,0.126373626,0.260989011,0.612637363,7,33.59972098
Q5MNZ9,446,77.93459641,confident,0.049327354,0.3632287,0.587443946,-5,28.89941489
Q96HJ5,214,77.92845794,confident,0.747663551,0,0.252336449,-5,34.49336117
P08887,468,77.92752137,confident,0.115384615,0.282051282,0.602564103,7,40.47149247
Q8N7B6,248,77.92229839,confident,0.504032258,0.040322581,0.455645161,14,27.21484395
Q6PCB8,327,77.92165138,confident,0.186544343,0.363914373,0.449541284,-3,48.34641122
O15194,276,77.92163043,confident,0.264492754,0.170289855,0.565217391,-7,26.05751733
O00425,579,77.91737478,confident,0.392055268,0.200345423,0.407599309,10,31.52960362
Q8N6V9,391,77.91644501,confident,0.649616368,0,0.350383632,-3,77.06287122
Q8N9B4,389,77.91514139,confident,0.516709512,0,0.483290488,-9,28.10236345
Q9UBC1,381,77.91167979,confident,0.643044619,0,0.356955381,-1,42.66495132
Q7L1V2,547,77.90866545,confident,0.34369287,0.164533821,0.491773309,-6,27.2881208
P18627,525,77.89647619,confident,0.112380952,0.352380952,0.535238095,2,39.91958436
Q9BWQ8,316,77.89151899,confident,0.636075949,0,0.363924051,-2,31.18871718
Q9UK97,447,77.88646532,confident,0.333333333,0.203579418,0.463087248,-6,35.66183528
P18505,474,77.88021097,confident,0.356540084,0.217299578,0.426160338,10,55.35730622
Q29980,383,77.86885117,confident,0.234986945,0.297650131,0.467362924,-1,31.33379926
Q9BY76,406,77.85133005,confident,0.337438424,0.142857143,0.519704433,9,32.22407906
O95983,291,77.85006873,confident,0.254295533,0.068728522,0.676975945,-9,34.80933002
O94817,140,77.84964286,confident,0.164285714,0.164285714,0.671428571,-4,24.3987464
Q9NR20,520,77.84382692,confident,0.276923077,0.096153846,0.626923077,22,30.21397371
Q96M93,576,77.84368056,confident,0.335069444,0.118055556,0.546875,17,30.37495843
P43004,574,77.84355401,confident,0.702090592,0.038327526,0.259581882,-1,34.08076833
O60870,393,77.82898219,confident,0.37913486,0.195928753,0.424936387,11,38.74953309
Q5TBK1,243,77.82880658,confident,0.341563786,0.069958848,0.588477366,12,27.38880828
P41597,374,77.82582888,confident,0.663101604,0.032085561,0.304812834,17,31.80565773
O00341,560,77.81794643,confident,0.669642857,0.064285714,0.266071429,2,30.38718083
Q96EW2,488,77.81717213,confident,0.295081967,0.161885246,0.543032787,-15,27.81797894
O95859,305,77.81593443,confident,0.740983607,0,0.259016393,-4,37.5460682
Q16570,336,77.8135119,confident,0.675595238,0.023809524,0.300595238,-4,29.26584949
Q7Z7E8,422,77.81033175,confident,0.334123223,0.123222749,0.542654028,-15,25.78596243
Q14451,532,77.80890977,confident,0.248120301,0.20112782,0.55075188,12,31.72043024
O95718,433,77.80796767,confident,0.448036952,0.032332564,0.519630485,7,33.7460163
Q49A26,553,77.79889693,confident,0.372513562,0.103074141,0.524412297,21,35.92587513
Q16671,573,77.79467714,confident,0.277486911,0.157068063,0.565445026,-10,30.30068902
Q96GM8,510,77.79239216,confident,0.366666667,0.109803922,0.523529412,-1,28.76481136
O43660,514,77.79229572,confident,0.079766537,0.321011673,0.59922179,16,34.74231277
Q96A99,478,77.78916318,confident,0.376569038,0.161087866,0.462343096,13,53.1122029
O75208,318,77.77981132,confident,0.572327044,0,0.427672956,-9,36.81519737
Q96HR3,178,77.77634831,confident,0.651685393,0,0.348314607,2,34.3047338
A5D8V7,595,77.7550084,confident,0.74789916,0,0.25210084,10,74.14452769
P48167,497,77.7539839,confident,0.374245473,0.203219316,0.422535211,16,43.44432593
O76076,250,77.7518,confident,0.064,0.248,0.688,7,33.49321898
Q15121,130,77.75107692,confident,0.684615385,0,0.315384615,-7,25.1187241
Q96SA4,455,77.74806593,confident,0.672527473,0.015384615,0.312087912,-4,24.73340057
P45985,399,77.7445614,confident,0.370927318,0.155388471,0.473684211,5,30.64019612
Q96EY5,273,77.7443956,confident,0.117216117,0.208791209,0.673992674,8,31.38095305
O95256,599,77.73731219,confident,0.23706177,0.288814691,0.474123539,12,60.10850189
Q9H300,379,77.73087071,confident,0.580474934,0.015831135,0.403693931,21,28.27993489
P13640,62,77.7266129,confident,0.080645161,0,0.919354839,5,12.99687687
Q8NG50,284,77.7253169,confident,0.271126761,0.257042254,0.471830986,-6,23.81261582
Q13432,240,77.72520833,confident,0.104166667,0.325,0.570833333,-1,23.46955837
Q5JTJ3,125,77.7236,confident,0.456,0,0.544,3,24.77192534
Q9NZI8,577,77.72291161,confident,0.395147314,0.201039861,0.403812825,15,31.25210827
O15173,223,77.71681614,confident,0.426008969,0.058295964,0.515695067,-10,33.55302811
Q6ZUK4,368,77.70953804,confident,0.701086957,0,0.298913043,-2,34.62130469
P11912,226,77.70827434,confident,0.340707965,0.163716814,0.495575221,-10,56.98844347
Q8N6Y2,441,77.6976644,confident,0.167800454,0.097505669,0.734693878,6,35.13679727
P12318,317,77.67883281,confident,0.23659306,0.280757098,0.482649842,-4,54.74479343
Q9UKU9,493,77.67703854,confident,0.31643002,0.109533469,0.574036511,3,45.6637278
Q6PCB0,445,77.67546067,confident,0.220224719,0.312359551,0.46741573,2,31.30751513
Q99719,369,77.67276423,confident,0.495934959,0.146341463,0.357723577,-4,28.59642515
Q06643,244,77.6727459,confident,0.139344262,0.381147541,0.479508197,-3,30.30289991
Q9H497,397,77.66662469,confident,0.508816121,0.075566751,0.415617128,-11,32.17546352
Q9UMX9,530,77.66201887,confident,0.756603774,0,0.243396226,3,29.4200581
O00258,174,77.65862069,confident,0.833333333,0,0.166666667,9,29.18043782
P61328,243,77.65646091,confident,0.131687243,0.308641975,0.559670782,19,31.85463671
Q9UG56,409,77.64841076,confident,0.254278729,0.193154034,0.552567237,18,31.49766877
P29279,349,77.6434384,confident,0.077363897,0.29512894,0.627507163,11,31.65992118
Q8N0S2,351,77.64336182,confident,0.712250712,0,0.287749288,-9,81.90246128
Q8WV16,495,77.6319798,confident,0.129292929,0.35959596,0.511111111,21,28.77544437
P62191,440,77.63195455,confident,0.463636364,0.145454545,0.390909091,-5,35.19894478
Q8TDN1,519,77.62169557,confident,0.653179191,0.040462428,0.306358382,-2,37.48464639
Q5JU67,520,77.61925,confident,0.75,0,0.25,6,79.11173639
A6NDA9,550,77.60830909,confident,0.170909091,0.263636364,0.565454545,-12,39.31336904
P25103,407,77.5909828,confident,0.675675676,0.029484029,0.294840295,1,31.05496262
Q9H1N7,401,77.58491272,confident,0.750623441,0,0.249376559,17,29.52459972
Q8IZJ6,230,77.58013043,confident,0.373913043,0.082608696,0.543478261,9,23.85120066
Q92952,543,77.57955801,confident,0.624309392,0.031307551,0.344383057,12,46.53859481
Q9NYN1,266,77.57406015,confident,0.263157895,0.19924812,0.537593985,6,25.49751273
P04234,171,77.55678363,confident,0.333333333,0.210526316,0.456140351,-5,43.44712052
Q96AP7,390,77.54651282,confident,0.097435897,0.307692308,0.594871795,10,56.67729721
Q9H228,398,77.53012563,confident,0.595477387,0,0.404522613,22,32.42576213
P55789,205,77.5295122,confident,0.419512195,0,0.580487805,1,26.75707949
Q99496,336,77.52922619,confident,0.357142857,0.133928571,0.508928571,-3,34.22661862
Q92565,580,77.52853448,confident,0.531034483,0.079310345,0.389655172,-10,29.12067674
Q86Y07,508,77.52470472,confident,0.407480315,0.106299213,0.486220472,14,32.00660654
P21754,424,77.51306604,confident,0.108490566,0.259433962,0.632075472,-17,60.91718612
O43508,249,77.49791165,confident,0.152610442,0.337349398,0.510040161,8,36.98502947
Q6P5X5,142,77.49633803,confident,0.422535211,0,0.577464789,3,26.78868434
Q9H8M1,238,77.49239496,confident,0.201680672,0.31512605,0.483193277,16,29.18688203
Q9Y6M1,599,77.49230384,confident,0.362270451,0.196994992,0.440734558,4,32.07606219
Q5BLP8,95,77.49168421,confident,0.621052632,0,0.378947368,3,25.63475937
Q9H3M7,391,77.48616368,confident,0.020460358,0.457800512,0.52173913,1,35.75195026
Q14257,317,77.47936909,confident,0.552050473,0,0.447949527,-48,22.94817645
Q9NZI2,227,77.4784141,confident,0.612334802,0,0.387665198,-8,25.24636126
Q16585,318,77.47468553,confident,0.172955975,0.13836478,0.688679245,5,59.31905114
P30988,474,77.46476793,confident,0.641350211,0.029535865,0.329113924,8,33.53974863
P49760,499,77.46078156,confident,0.288577154,0.126252505,0.585170341,31,35.07322118
P60201,277,77.45981949,confident,0.812274368,0.02166065,0.166064982,7,27.2856575
Q7L1S5,443,77.45442438,confident,0.530474041,0.042889391,0.426636569,22,29.00336359
Q8IZV2,173,77.45254335,confident,0.693641618,0,0.306358382,1,27.69489479
Q9Y6E0,443,77.45090293,confident,0.453724605,0.108352144,0.437923251,-8,26.35977823
Q96AJ1,413,77.43924939,confident,0.607748184,0,0.392251816,-31,54.38456014
O75616,437,77.42883295,confident,0.274599542,0.160183066,0.565217391,11,27.3252089
Q9NX14,153,77.42071895,confident,0.352941176,0,0.647058824,-3,35.40406319
Q401N2,412,77.41645631,confident,0.339805825,0.22815534,0.432038835,5,38.30788791
Q9GZM8,345,77.40756522,confident,0.64057971,0,0.35942029,-10,72.33384405
Q9Y4P9,236,77.40076271,confident,0.644067797,0,0.355932203,8,33.14216754
O95258,325,77.39590769,confident,0.796923077,0,0.203076923,13,21.46642601
Q5TGP6,573,77.3921815,confident,0.767888307,0,0.232111693,-6,35.85083866
Q6P9F5,258,77.38968992,confident,0.57751938,0.07751938,0.34496124,1,32.87157763
Q15406,480,77.3895625,confident,0.485416667,0.014583333,0.5,-7,31.21758133
P46095,362,77.38566298,confident,0.696132597,0,0.303867403,3,25.81210152
Q9NXR1,335,77.35358209,confident,0.629850746,0,0.370149254,-11,72.63709122
P20226,339,77.35303835,confident,0.321533923,0.159292035,0.519174041,13,35.18646312
Q14956,572,77.3468007,confident,0.111888112,0.339160839,0.548951049,-5,46.07850982
Q04941,152,77.33592105,confident,0.756578947,0,0.243421053,2,20.52077952
Q15796,467,77.33573876,confident,0.269807281,0.182012848,0.548179872,-4,31.39881602
Q13884,538,77.33197026,confident,0.223048327,0.295539033,0.481412639,9,35.71583608
Q96CV9,577,77.31868284,confident,0.755632582,0,0.244367418,-31,80.41682688
Q86VE9,423,77.31647754,confident,0.695035461,0.026004728,0.278959811,4,24.92096678
Q9UJ41,491,77.28869654,confident,0.637474542,0,0.362525458,-2.22E-16,40.06907582
P45378,269,77.2863197,confident,0.724907063,0,0.275092937,-7,43.30074408
Q8IY95,271,77.28535055,confident,0.723247232,0,0.276752768,1,33.14661901
Q8WUY9,529,77.28415879,confident,0.483931947,0.011342155,0.504725898,13,41.79964534
Q8TBZ3,569,77.27940246,confident,0.029876977,0.32513181,0.644991213,4,30.60717193
Q9P0W2,317,77.27842271,confident,0.621451104,0,0.378548896,9,43.47051962
Q9BXM7,581,77.26251291,confident,0.428571429,0.094664372,0.4767642,24,33.14399127
P28799,593,77.25929174,confident,0.005059022,0.306913997,0.688026981,-7,35.38319719
Q5TDP6,509,77.25518664,confident,0.385068762,0.180746562,0.434184676,-4,26.53223054
O14757,476,77.25195378,confident,0.321428571,0.203781513,0.474789916,7,25.42640805
Q53RY4,240,77.238,confident,0.7875,0,0.2125,2,28.17910093
Q96KN4,292,77.21589041,confident,0.256849315,0.198630137,0.544520548,-13,23.70877076
Q9H8T0,292,77.21041096,confident,0.270547945,0.089041096,0.640410959,9,27.39090038
Q53EL6,469,77.20560768,confident,0.515991471,0,0.484008529,-18,36.3518132
Q9H2L5,321,77.20529595,confident,0.323987539,0.199376947,0.476635514,-4.11E-15,36.76019186
Q7Z569,592,77.18815878,confident,0.408783784,0.160472973,0.430743243,-16,60.86908577
Q8NAU1,212,77.18165094,confident,0.301886792,0.20754717,0.490566038,-1.55E-15,38.84761638
P08247,313,77.17057508,confident,0.50798722,0.099041534,0.392971246,-9,35.81203638
Q8TD10,442,77.16920814,confident,0.721719457,0,0.278280543,-13,72.72507389
Q96GE6,196,77.15836735,confident,0.489795918,0.06122449,0.448979592,-2.22E-15,22.06252531
Q969K7,222,77.15427928,confident,0.657657658,0,0.342342342,3,28.52377521
Q9H9C1,493,77.14359026,confident,0.54969574,0.018255578,0.432048682,1,35.74430199
Q8N3Y1,598,77.1433612,confident,0.195652174,0.317725753,0.486622074,-18,35.15551936
O60711,386,77.14204663,confident,0.251295337,0.150259067,0.598445596,-17,51.18837893
P22692,258,77.13949612,confident,0.302325581,0.096899225,0.600775194,-1,27.00527539
Q8WWY3,499,77.13410822,confident,0.583166333,0,0.416833667,-7,51.00265319
Q15822,529,77.12744802,confident,0.345935728,0.18147448,0.472589792,-11,49.21341116
P11474,423,77.1092435,confident,0.463356974,0.033096927,0.503546099,-1,28.5713363
O95388,367,77.10634877,confident,0.029972752,0.247956403,0.722070845,1,33.08487516
Q9UBR5,152,77.10144737,confident,0.684210526,0,0.315789474,7,21.0784144
Q86XW9,330,77.0999697,confident,0.372727273,0.160606061,0.466666667,-19,26.47703304
P31995,323,77.09678019,confident,0.170278638,0.269349845,0.560371517,-3,42.78875995
Q8NBW4,561,77.09445633,confident,0.622103387,0.028520499,0.349376114,2,32.44478191
Q96FG2,381,77.09370079,confident,0.564304462,0,0.435695538,4,30.22680961
Q8N0Z9,540,77.09233333,confident,0.066666667,0.381481481,0.551851852,-32,54.1870022
Q12800,502,77.07565737,confident,0.250996016,0.203187251,0.545816733,-13,33.11574723
Q9NXW2,375,77.07104,confident,0.552,0.032,0.416,5,33.24932182
P10909,449,77.06812918,confident,0.659242762,0.053452116,0.287305122,-10,37.84886454
Q8TCW7,415,77.06506024,confident,0.171084337,0.334939759,0.493975904,2,32.85643347
P16389,499,77.05729459,confident,0.577154309,0.03006012,0.392785571,-19,36.44918077
O43148,476,77.0560084,confident,0.363445378,0.157563025,0.478991597,5,29.44578886
Q5SR56,506,77.05075099,confident,0.666007905,0,0.333992095,-9,29.92915002
Q8N4Y2,399,77.04142857,confident,0.694235589,0,0.305764411,-14,72.93933334
Q96A33,483,77.02182195,confident,0.457556936,0.111801242,0.430641822,-31,38.18167194
Q9NRA1,345,77.02115942,confident,0.147826087,0.313043478,0.539130435,-4,34.84364088
Q2MV58,587,77.01463373,confident,0.085178876,0.248722317,0.666098807,-8,36.63408573
Q06265,439,76.99845103,confident,0.232346241,0.177676538,0.589977221,-11,38.59162044
P0C7I6,297,76.99468013,confident,0.67003367,0,0.32996633,-7,57.48912545
P27824,592,76.9945777,confident,0.111486486,0.221283784,0.66722973,-59,41.43830682
Q8N468,514,76.99424125,confident,0.717898833,0,0.282101167,7,29.30958883
Q9P0I2,261,76.99030651,confident,0.636015326,0.022988506,0.340996169,-2.22E-15,28.21239741
Q9H5V9,222,76.97851351,confident,0.22972973,0.256756757,0.513513514,7,32.22295331
P49662,377,76.96177719,confident,0.389920424,0.106100796,0.50397878,-9,27.74419462
Q9NZC2,230,76.96121739,confident,0.204347826,0.269565217,0.526086957,-7,40.46430092
Q8N884,522,76.95837165,confident,0.310344828,0.097701149,0.591954023,30,34.07068967
Q63ZY6,315,76.93784127,confident,0.295238095,0.146031746,0.558730159,13,25.27708656
Q96G25,268,76.93738806,confident,0.518656716,0,0.481343284,-1.28E-15,38.39218518
Q8NG04,563,76.92685613,confident,0.653641208,0.028419183,0.317939609,7,30.07061542
Q9Y548,306,76.91022876,confident,0.54248366,0,0.45751634,-7,32.64807508
Q9UNL4,249,76.89803213,confident,0.554216867,0.024096386,0.421686747,1,32.42425126
Q9HC73,371,76.89754717,confident,0.153638814,0.266846361,0.579514825,-13,49.37041796
O00124,270,76.8957037,confident,0.522222222,0.107407407,0.37037037,1,42.63501299
P54219,525,76.88411429,confident,0.735238095,0.020952381,0.243809524,-9,30.80313144
P07992,297,76.88296296,confident,0.363636364,0.101010101,0.535353535,-2,32.47190555
P0CAP1,466,76.87667382,confident,0.710300429,0.021459227,0.268240343,-6,117.5946376
O95292,243,76.87604938,confident,0.304526749,0.24691358,0.448559671,-2.89E-15,29.76087891
Q99952,460,76.87195652,confident,0.282608696,0.110869565,0.606521739,4,30.19724835
Q9C075,422,76.86917062,confident,0.668246445,0.045023697,0.286729858,-8,65.6804867
Q12887,443,76.86693002,confident,0.656884876,0,0.343115124,17,32.20043863
Q6UWZ7,409,76.8606846,confident,0.312958435,0.188264059,0.498777506,-1,40.00172902
P36957,453,76.85580574,confident,0.220750552,0.218543046,0.560706402,9,38.12042702
O00330,501,76.85367265,confident,0.233532934,0.189620758,0.576846307,8,37.92855113
A6NM10,295,76.84308475,confident,0.647457627,0,0.352542373,3,31.14044792
Q15233,471,76.83091295,confident,0.350318471,0.101910828,0.547770701,7,51.11901031
Q6ZMY6,472,76.82237288,confident,0.069915254,0.368644068,0.561440678,-1,31.11808085
Q9UHH9,426,76.81852113,confident,0.34741784,0.176056338,0.476525822,-3,24.62349349
Q92599,483,76.80658385,confident,0.451345756,0.118012422,0.430641822,-10,47.17518914
P30518,371,76.8028841,confident,0.638814016,0.026954178,0.334231806,14,29.05687146
Q8NI22,146,76.8010274,confident,0.452054795,0,0.547945205,-17,23.70053726
Q9HB29,575,76.78683478,confident,0.215652174,0.276521739,0.507826087,4,52.60351874
A8MUH7,402,76.76276119,confident,0.231343284,0.206467662,0.562189055,-12,28.95054851
O14733,419,76.76272076,confident,0.443914081,0.138424821,0.417661098,15,27.39429151
Q8WW01,171,76.75847953,confident,0.298245614,0.210526316,0.49122807,-13,24.38023849
Q9Y466,385,76.75464935,confident,0.535064935,0.018181818,0.446753247,17,30.48781246
Q8NCQ5,510,76.75347059,confident,0.260784314,0.305882353,0.433333333,15,30.42022244
P14635,433,76.75224018,confident,0.501154734,0,0.498845266,2,31.48667437
P09131,477,76.74928721,confident,0.549266247,0.13836478,0.312368973,2,29.51625436
Q96MF6,247,76.74327935,confident,0.198380567,0.307692308,0.493927126,13,30.24061668
Q96K19,258,76.74073643,confident,0.624031008,0.046511628,0.329457364,-6,27.57535643
Q6ZT62,677,76.73974889,confident,0.612998523,0.019202363,0.367799114,-25,46.42768144
Q9Y5Q8,519,76.72628131,confident,0.267822736,0.131021195,0.601156069,-2,33.16618877
Q99871,368,76.72179348,confident,0.752717391,0,0.247282609,-25,46.09837411
P43628,341,76.71260997,confident,0.161290323,0.313782991,0.524926686,-5,34.18405014
Q8TE02,316,76.70420886,confident,0.332278481,0.193037975,0.474683544,-19,29.67414633
Q86W74,228,76.69776316,confident,0.605263158,0,0.394736842,-8,30.97551078
Q96GM5,515,76.69246602,confident,0.409708738,0.147572816,0.442718447,12,45.68866286
Q9BXI9,278,76.68982014,confident,0.043165468,0.248201439,0.708633094,-4,42.36742125
Q9UQN3,213,76.68943662,confident,0.746478873,0,0.253521127,3,38.39166076
Q9BRI3,323,76.6877709,confident,0.578947368,0.086687307,0.334365325,-11,32.64439198
O14662,325,76.67913846,confident,0.818461538,0,0.181538462,-7,40.33321901
O95297,269,76.66553903,confident,0.204460967,0.204460967,0.591078067,5,46.4298269
P54252,361,76.6565928,confident,0.520775623,0.085872576,0.393351801,-25,31.6558121
Q13115,394,76.64796954,confident,0.345177665,0.121827411,0.532994924,1,25.6207372
